NAME_BOT,NAME_DE,FAMILY,NB_MIN_HEIGHT_CM,NB_MAX_HEIGHT_CM,NB_CONVIVIALITY,CAT_CONVIVIALITY,NB_MIN_PLANTS_IN_GROUP,NB_MAX_PLANTS_IN_GROUP,PLANTING_DISTANCE_CM,PLANTS_PER_M2,CAT_MIN_NEED_LIGHT,CAT_MAX_NEED_LIGHT,NB_MIN_NEED_LIGHT,NB_MAX_NEED_LIGHT,CAT_MIN_TIME_BLOSSOM,NB_MIN_TIME_BLOSSOM,CAT_MAX_TIME_BLOSSOM,NB_MAX_TIME_BLOSSOM,CAT_WINTERHARDY,NB_WINTERHARDY,NB_TOXIC,CAT_TOXIC,IS_FRAGRANT,IS_SUITABLE_CUT,IS_STERILE,IS_WINTERGREEN,IS_NATIVE,IS_FOR_INSECTS,IS_FOR_BEES,IS_FOR_BUMBLEBEES,IS_FOR_BUTTERFLIES,PRIMARY_COLOR_EN,PRIMARY_COLOR_DE,COLOR_LIST,AVG_HEIGHT_CM,AVG_NEED_LIGHT
Ornithogalum umbellatum,Stern von Bethlehem,Hyacinthaceae,15,25,2,small group,3,10,10,20,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,white,weiß, weiß,20,3
Tulipa turkestanica,Gnomen-Tulpe,Liliaceae,25,25,2,small group,3,10,10,20,very sunny,very sunny,4,4,March,3,April,4,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,weiß|violett|gelb,25,4
Acinos alpinus,Alpen-Steinquendel,Lamiaceae,10,20,1,alone - very small group,1,3,25,16,very sunny,very sunny,4,4,May,5,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,blue,blau,rot|violett,15,4
Adonis vernalis,Adonisröschen,Ranunculaceae,20,20,1,alone - very small group,1,3,30,11,very sunny,very sunny,4,4,April,4,April,4,winterhardy,2,2,highly toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,yellow,gelb,gelb,20,4
Alchemilla glaucescens,Filziger Frauenmantel,Rosaceae,10,20,3,bigger groups,10,20,25,16,mostly sunny,very sunny,3,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb|grün,15,4
Alyssum montanum 'Berggold',Berg-Steinkraut,Brassicaceae,10,20,2,small group,3,10,35,8,very sunny,very sunny,4,4,April,4,May,5,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,yellow,gelb,gelb,15,4
Campanula poscharskyana 'Blauranke',Hängepolster-Glockenblume,Campanulaceae,20,20,2,small group,3,10,35,8,mostly sunny,very sunny,3,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett|blau,20,4
Cardamine trifolia,Kleeblättriges Schaumkraut,Brassicaceae,10,20,2,small group,3,10,25,16,mostly shady,mostly sunny,2,3,April,4,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß,15,2
Colchicum autumnale,Herbst-Zeitlose,Colchicaceae,10,20,2,small group,3,10,30,11,mostly shady,very sunny,2,4,September,9,October,10,winterhardy,2,3,extremely toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,violett|rosa,15,3
Dianthus arenarius,Sand-Nelke,Caryophyllaceae,10,20,2,small group,3,10,25,16,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,weiß,15,4
Dianthus deltoides 'Albus',Heide-Nelke,Caryophyllaceae,20,20,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,20,4
Dianthus deltoides 'Roseus',Heide-Nelke,Caryophyllaceae,20,20,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,20,4
Galanthus elwesii var. elwesii,Großblütiges Schneeglöckchen,Amaryllidaceae,15,20,2,small group,3,10,5,10,mostly shady,very sunny,2,4,February,2,March,3,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß|grün,17.5,3
Helianthemum Hybride 'Cornish Cream',Sonnenröschen,Cistaceae,15,20,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,pink,rosa,gelb,17.5,4
Carex umbrosa,Schatten-Segge,Cyperaceae,10,20,3,bigger groups,10,20,30,11,very shady,mostly shady,1,2,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,green,grün,rot|braun,15,2
Galanthus woronowii,Woronow-Schneeglöckchen,Amaryllidaceae,20,20,2,small group,3,10,5,10,very shady,mostly sunny,1,3,February,2,March,3,winterhardy,2,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß|grün,20,2
Linum flavum 'Compactum',Gold-Flachs,Linaceae,20,20,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,20,4
Galium odoratum,Echter Waldmeister,Rubiaceae,20,20,3,bigger groups,10,20,25,16,very shady,mostly shady,1,2,May,5,May,5,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,20,2
Muscari botryoides 'Superstar',Traubenhyazinthe,Hyacinthaceae,15,20,2,small group,3,10,5,20,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,17.5,3
Muscari latifolium,Breitblättrige Traubenhyazinthe,Hyacinthaceae,20,20,3,bigger groups,10,20,5,20,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,blue,blau,blau,20,3
Origanum vulgare 'Compactum',"Oregano, Polster-Dost",Lamiaceae,20,20,2,small group,3,10,20,25,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|violett,20,4
Papaver nudicaule 'Gartenzwerg',Island-Mohn,Papaveraceae,10,20,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,September,9,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,yellow,gelb,gelb|weiß|orange,15,4
Petrorhagia saxifraga,Steinbrech-Felsennelke,Caryophyllaceae,20,20,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa,20,4
Primula elatior,"Himmelschlüssel, Wald-Schlüsselblume",Primulaceae,10,20,3,bigger groups,10,20,20,25,mostly shady,very sunny,2,4,March,3,April,4,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,yellow,gelb,gelb,15,3
Primula veris,"Echte Schlüsselblume, Wiesen-Schlüsselblume",Primulaceae,10,20,3,bigger groups,10,20,25,16,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,yellow,gelb,gelb,15,3
Primula veris 'Rote Töne',"Wiesen-Schlüsselblume, Echte Schlüsselblume",Primulaceae,10,20,3,bigger groups,10,20,25,16,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,rot|orange,15,3
Prunella grandiflora,Große Braunelle,Lamiaceae,10,20,2,small group,3,10,25,16,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett,15,3
Pulsatilla vulgaris,"Küchenschelle, Gewöhnliche Kuhschelle",Ranunculaceae,20,20,2,small group,3,10,30,11,very sunny,very sunny,4,4,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,purple,violett,violett,20,4
Pulsatilla vulgaris 'Alba',"Weiße Küchenschelle, Kuhschelle",Ranunculaceae,20,20,2,small group,3,10,30,11,very sunny,very sunny,4,4,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,20,4
Sedum reflexum 'Angelina',Gold-Tripmadam,Crassulaceae,20,20,2,small group,3,10,20,25,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,20,4
Sedum rupestre,Tripmadam,Crassulaceae,20,20,2,small group,3,10,20,25,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,20,4
Sempervivum tectorum var. tectorum,"Hauswurz, Dachwurz",Crassulaceae,5,20,1,alone - very small group,1,3,20,25,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,rot,12.5,4
Tetragonolobus maritimus,"Gelber Spargelklee, Spargelerbse",Fabaceae,10,20,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,pink,rosa,gelb,15,4
Veronica officinalis,Echter Ehrenpreis,Scrophulariaceae,15,20,2,small group,3,10,25,16,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,17.5,3
Viola tricolor,Wildes Stiefmütterchen,Violaceae,10,20,2,small group,3,10,20,25,very sunny,very sunny,4,4,April,4,October,10,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett|blau,15,4
Ajuga reptans,Kriechender Günsel,Lamiaceae,15,15,3,bigger groups,10,20,25,16,mostly sunny,very sunny,3,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,blau|violett,15,4
Alchemilla hoppeana,Silber-Frauenmantel,Rosaceae,10,15,2,small group,3,10,25,16,mostly sunny,very sunny,3,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb|grün,12.5,4
Anemone nemorosa,Busch-Windröschen,Ranunculaceae,15,15,3,bigger groups,10,20,20,25,mostly shady,mostly shady,2,2,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,white,weiß,weiß,15,2
Arabis caucasica 'Schneehaube',Gänsekresse,Brassicaceae,10,15,1,alone - very small group,1,3,25,16,mostly sunny,very sunny,3,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,weiß,12.5,4
Chionodoxa luciliae,"Schneeglanz, Schneestolz",Hyacinthaceae,15,15,3,bigger groups,10,20,5,10,mostly sunny,very sunny,3,4,March,3,April,4,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau|weiß,15,4
Cyclamen hederifolium,Herbst-Alpenveilchen,Primulaceae,10,15,2,small group,3,10,25,16,mostly shady,mostly sunny,2,3,August,8,October,10,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa,12.5,2
Cyclamen hederifolium 'Album',Herbst-Alpenveilchen,Primulaceae,10,15,2,small group,3,10,25,16,mostly shady,mostly sunny,2,3,August,8,October,10,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß,12.5,2
Cyclamen purpurascens,Sommer-Alpenveilchen,Primulaceae,10,15,2,small group,3,10,25,16,mostly shady,mostly sunny,2,3,July,7,September,9,winterhardy given some support,1,1,toxic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa|rot,12.5,2
Dryas x suendermannii,Garten-Silberwurz,Rosaceae,5,15,3,bigger groups,10,20,30,11,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,10,4
Erythronium dens-canis,Hundszahn,Liliaceae,10,15,2,small group,3,10,20,25,mostly shady,mostly shady,2,2,March,3,April,4,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,violett|rosa,12.5,2
Fragaria vesca,Wald-Erdbeere,Rosaceae,15,15,4,very big groups,20,50,20,25,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,15,3
Glechoma hederacea,"Gundermann, Gundelrebe",Lamiaceae,5,15,3,bigger groups,10,20,20,25,mostly shady,very sunny,2,4,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,blau|violett,10,3
Helianthemum Hybride 'Sterntaler',Sonnenröschen,Cistaceae,10,15,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,yellow,gelb,gelb,12.5,4
Hieracium pilosella 'Niveum',"Kleines Habichtskraut, Mäuseohr",Asteraceae,5,15,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,10,4
Jovibarba sobolifera,Kugelige Wirbel-Steinwurz,Crassulaceae,5,15,2,small group,3,10,15,44,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,gelb|grün,10,4
Leontopodium alpinum,Alpen-Edelweiß,Asteraceae,10,15,1,alone - very small group,1,3,20,25,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,12.5,4
Asarum europaeum,Heimische Haselwurz,Aristolochiaceae,10,15,4,very big groups,20,50,25,16,very shady,mostly sunny,1,3,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Braun,braun,rot|braun,12.5,2
Galanthus nivalis,Kleines Schneeglöckchen,Amaryllidaceae,10,15,2,small group,3,10,5,10,very shady,mostly sunny,1,3,February,2,March,3,winterhardy,2,1,toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,white,weiß, weiß|grün,12.5,2
Lychnis alpina,Alpen-Lichtnelke,Caryophyllaceae,10,15,2,small group,3,10,15,44,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rot,12.5,4
Lamium maculatum 'Pink Pewter',Silberblatt-Taubnessel,Lamiaceae,15,15,3,bigger groups,10,20,25,16,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,pink,rosa,rosa,15,2
Matricaria caucasica,Teppich-Kamille,Asteraceae,10,15,3,bigger groups,10,20,25,16,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß|gelb,12.5,4
Muscari azureum,Traubenhyazinthe,Hyacinthaceae,15,15,3,bigger groups,10,20,5,20,mostly shady,very sunny,2,4,March,3,April,4,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,blue,blau,blau,15,3
Lamium maculatum 'White Nancy',Weiße Taubnessel,Lamiaceae,15,15,3,bigger groups,10,20,25,16,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,white,weiß, weiß,15,2
Potentilla neumanniana,Frühlings-Fingerkraut,Rosaceae,5,15,2,small group,3,10,25,16,very sunny,very sunny,4,4,April,4,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,10,4
Primula vulgaris,Kissen-Primel,Primulaceae,15,15,3,bigger groups,10,20,25,16,mostly shady,mostly shady,2,2,March,3,April,4,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,gelb,15,2
Saponaria ocymoides,Polster-Seifenkraut,Caryophyllaceae,15,15,1,alone - very small group,1,3,30,11,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,15,4
Maianthemum bifolium,Zweiblättriges Schattenblümchen,Convallariaceae,10,15,4,very big groups,20,50,20,25,very shady,mostly shady,1,2,May,5,June,6,winterhardy,2,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,12.5,2
Vinca minor,Kleines Immergrün,Apocynaceae,10,15,5,large surfaces,50,100,25,16,very shady,mostly shady,1,2,April,4,May,5,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,blue,blau,blau,12.5,2
Sedum spurium 'Album Superbum',Teppich-Sedum,Crassulaceae,10,15,3,bigger groups,10,20,20,25,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,weiß,12.5,3
Sedum spurium 'Fuldaglut',Teppich-Sedum,Crassulaceae,10,15,3,bigger groups,10,20,20,25,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,red,rot,rot,12.5,3
Thymus longicaulis ssp. odoratus,Kaskaden-Thymian,Lamiaceae,10,15,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,12.5,4
Thymus x citriodorus 'Typ Lammefjord',Kleiner Zitronen-Thymian,Lamiaceae,10,15,1,alone - very small group,1,3,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,pink,rosa,rosa,12.5,4
Tulipa tarda,Zwerg-Stern-Tulpe,Liliaceae,15,15,2,small group,3,10,15,20,very sunny,very sunny,4,4,April,4,May,5,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,yellow,gelb,weiß|gelb,15,4
Veronica prostrata,Flacher Ehrenpreis,Scrophulariaceae,10,15,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,12.5,4
Viola odorata 'Alba',Weißes Duft-Veilchen,Violaceae,10,15,2,small group,3,10,25,16,mostly shady,very sunny,2,4,March,3,May,5,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,12.5,3
Viola odorata 'Coeur d'Alsace',Rotes Duft-Veilchen,Violaceae,10,15,2,small group,3,10,25,16,mostly shady,very sunny,2,4,March,3,April,4,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,rosa|rot,12.5,3
Viola odorata 'Donau',Duft-Veilchen,Violaceae,10,15,2,small group,3,10,30,11,mostly shady,very sunny,2,4,March,3,May,5,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett|blau,12.5,3
Viola odorata 'Königin Charlotte',Duft-Veilchen,Violaceae,10,15,2,small group,3,10,30,11,mostly shady,very sunny,2,4,March,3,May,5,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,violett|blau,12.5,3
Viola odorata 'Mme Armandine Pages',Duft-Veilchen,Violaceae,10,15,2,small group,3,10,25,16,mostly shady,very sunny,2,4,March,3,April,4,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa|weiß,12.5,3
Viola odorata 'Reine de Neiges',Hellblaues Duft-Veilchen,Violaceae,10,15,2,small group,3,10,25,16,mostly shady,very sunny,2,4,March,3,May,5,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,blau,12.5,3
Viola sororia 'Blue Diamond',Pfingst-Veilchen,Violaceae,10,15,2,small group,3,10,25,16,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,12.5,3
Viola sororia 'Freckles',Pfingst-Veilchen,Violaceae,10,15,2,small group,3,10,25,16,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,weiß|blau,12.5,3
Viola sororia 'Rubra',Rotes Pfingst-Veilchen,Violaceae,10,15,2,small group,3,10,30,11,mostly shady,very sunny,2,4,April,4,May,5,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rot,12.5,3
Antennaria dioica var. borealis,Wolliges Katzenpfötchen,Asteraceae,5,10,3,bigger groups,10,20,20,25,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,7.5,4
Armeria Juniperifolia-Hybride 'Röschen',Zwerg-Grasnelke,Plumbaginaceae,5,10,1,alone - very small group,1,3,20,25,very sunny,very sunny,4,4,May,5,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,pink,rosa,rosa,7.5,4
Aubrieta Hybride 'Blaumeise',Blaukissen,Brassicaceae,5,10,2,small group,3,10,30,11,very sunny,very sunny,4,4,April,4,May,5,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,blue,blau,violett|blau,7.5,4
Aubrieta Hybride 'Hamburger Stadtpark',Blaukissen,Brassicaceae,5,10,2,small group,3,10,30,11,very sunny,very sunny,4,4,April,4,May,5,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,blue,blau,blau|violett,7.5,4
Aubrieta Hybride 'Kitty',Blaukissen,Brassicaceae,5,10,2,small group,3,10,30,11,very sunny,very sunny,4,4,April,4,May,5,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,violett|blau,7.5,4
Crocus korolkowii,Taschkent-Krokus,Iridaceae,10,10,2,small group,3,10,5,10,mostly sunny,very sunny,3,4,February,2,March,3,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,10,4
Crocus sieberi ssp. sublimis 'Tricolor',Krokus,Iridaceae,10,10,2,small group,3,10,5,10,mostly sunny,very sunny,3,4,February,2,March,3,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett|weiß|gelb,10,4
Crocus tommasinianus,"Elfen-Krokus, Dalmatiner Krokus",Iridaceae,10,10,2,small group,3,10,5,10,mostly shady,very sunny,2,4,February,2,March,3,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,pink,rosa,violett,10,3
Cyclamen coum,Frühlings-Alpenveilchen,Primulaceae,5,10,2,small group,3,10,25,16,mostly shady,mostly sunny,2,3,February,2,March,3,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,rosa,7.5,2
Cyclamen coum 'Album',Frühlings-Alpenveilchen,Primulaceae,5,10,2,small group,3,10,25,16,mostly shady,mostly sunny,2,3,February,2,March,3,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,rosa|weiß,7.5,2
